GCA_000176975.1	Lactobacillus crispatus
GCA_001700485.1	Lactobacillus crispatus
GCF_000260435.1	Lactobacillus casei
GCF_000615205.1	Lactobacillus casei
GCF_000765465.1	Lactobacillus helveticus
